protocol_version,suite,instance,n,distance_type,segment,variant,engine_mode,run,seed,config_hash,best_length,bks,deviation_percent,ga_best_length,path_length_evaluations,distance_lookups,ga_path_evaluations,solver_path_evaluations,three_opt_path_evaluations,tour_constructions,two_opt_calls,two_opt_move_evaluations,two_opt_improvements,three_opt_calls,three_opt_candidate_evaluations,three_opt_improvements,local_search_evaluations,ga_generations,preprocessing_seconds,initialization_seconds,solver_seconds,local_search_seconds,total_seconds,switch_iteration,switch_reason
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,6,20360907,c8487b3de7d8795f,26612,26524,0.33177499622983,,36001,3373248614,0,36001,0,36000,3000,99521294,119590,1200,494960548,15554,594481842,0,0.0309569000091869,0.00089490000391379,2284.4536756,2102.40769790023,2284.48647999999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,7,20360908,c8487b3de7d8795f,26651,26524,0.478811642286231,,36001,3298980756,0,36001,0,36000,3000,98364621,117991,1200,483353687,15238,581718308,0,0.0356448999955319,0.00139759999001399,2226.84667319999,2045.44244679983,2226.88838720002,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,8,20360909,c8487b3de7d8795f,26643,26524,0.44865027899261,,36001,3382190752,0,36001,0,36000,3000,100661791,119541,1200,495690573,15603,596352364,0,0.0307098999910522,0.00028149998979643,2275.0812858,2096.35729710007,2275.1135187,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,9,20360910,c8487b3de7d8795f,26617,26524,0.350625848288343,,36001,3350222216,0,36001,0,36000,3000,98832080,117925,1200,491582291,15534,590414371,0,0.0315158999874257,0.000792999984696507,2245.4290841,2067.01102630023,2245.4624202,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,10,20360911,c8487b3de7d8795f,26658,26524,0.50520283516815,,36001,3368079632,0,36001,0,36000,3000,100486445,120793,1200,493455617,15651,593942062,0,0.0331215000187512,0.000289999996311963,2267.8567458,2089.51758609997,2267.89138039999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,11,20360912,c8487b3de7d8795f,26643,26524,0.44865027899261,,36001,3263917428,0,36001,0,36000,3000,99467145,119585,1200,476774783,15056,576241928,0,0.0324010999756865,0.00103169999783859,2178.5120858,1999.26553650037,2178.54684179998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,12,20360913,c8487b3de7d8795f,26598,26524,0.278992610465993,,36001,3387638702,0,36001,0,36000,3000,100062551,120279,1200,496998058,15989,597060609,0,0.0259726999793202,0.000314999982947484,2376.9221154,2184.50478759964,2376.94978599998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,13,20360914,c8487b3de7d8795f,26664,26524,0.527823857638365,,36001,3295776802,0,36001,0,36000,3000,96991849,116387,1200,483734876,15215,580726725,0,0.0325463000044692,0.000321200001053512,2346.10996119998,2150.50937140008,2346.14411610001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,14,20360915,c8487b3de7d8795f,26705,26524,0.682400844518172,,36001,3343382872,0,36001,0,36000,3000,101558137,121610,1200,488625029,15459,590183166,0,0.0383534000138752,0.000754800013964996,2338.0235216,2148.84963149964,2338.06466910001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-GA-init,hybrid_v4_2,15,20360916,c8487b3de7d8795f,26657,26524,0.501432664756447,,36001,3316095840,0,36001,0,36000,3000,100279920,119543,1200,484929335,15752,585209255,0,0.03317410001182,0.000271600001724437,1921.06165339999,1763.25919370013,1921.09622559999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,1,20360902,8f01210ccc4b938d,26616,26524,0.34685567787664,31479,38401,3091073922,2400,36001,0,36000,3000,92828622,109157,1200,452333214,12841,545161836,15,0.0277078000071924,2.10668100000476,2151.9136491,1966.24895720006,2154.05327160002,131,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,2,20360903,8f01210ccc4b938d,26623,26524,0.373246870758558,31479,38401,3232037042,2400,36001,0,36000,3000,95835833,113190,1200,473822260,13968,569658093,15,0.0233695000060834,2.13096179999411,2222.45342109998,2037.39675880008,2224.6119164,124,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,3,20360904,8f01210ccc4b938d,26702,26524,0.671090333283064,31447,41551,3146539588,5550,36001,0,36000,3000,96287455,114004,1200,459192853,13311,555480308,36,0.0331079000025056,5.46032309997827,2225.07861309999,2036.78915969998,2230.57601730002,122,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,4,20360905,8f01210ccc4b938d,26618,26524,0.354396018700045,31365,40051,3174377392,4050,36001,0,36000,3000,94499194,111177,1200,465062161,13825,559561355,26,0.031596900022123,3.76940389999072,2251.04264850001,2059.28894640013,2254.84783639997,124,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,5,20360906,8f01210ccc4b938d,26629,26524,0.395867893228774,31479,38401,3203253540,2400,36001,0,36000,3000,95864262,113281,1200,469006057,13786,564870319,15,0.0353230999899097,2.35373250002158,2199.59246020002,2015.78710769975,2201.98295400001,125,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,6,20360907,8f01210ccc4b938d,26626,26524,0.384557381993666,31479,38401,3282263530,2400,36001,0,36000,3000,97759291,114193,1200,480911036,14265,578670327,15,0.0234591999906115,2.21135359999607,2237.22331650002,2052.20663399997,2239.45932560001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,7,20360908,8f01210ccc4b938d,26678,26524,0.580606243402202,31086,42451,3124683758,6450,36001,0,36000,3000,95444186,112288,1200,456089894,13062,551534080,42,0.0352701999945566,6.70777120001731,2125.54180960002,1944.31505009992,2132.28623269999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,8,20360909,8f01210ccc4b938d,26642,26524,0.444880108580908,31750,40201,3124180656,4200,36001,0,36000,3000,91795734,108112,1200,458494595,12499,550290329,27,0.0285118999890983,4.00402970000869,2109.84907649999,1929.16638179994,2113.88287649999,126,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,9,20360910,8f01210ccc4b938d,26716,26524,0.723872719046901,31354,40801,3154702428,4800,36001,0,36000,3000,93465567,110179,1200,462453335,13901,555918902,31,0.0340539999888279,4.48684600001434,2134.31763830001,1954.09342650021,2138.83973929999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,10,20360911,8f01210ccc4b938d,26676,26524,0.573065902578797,31479,38401,3148112502,2400,36001,0,36000,3000,94346241,111109,1200,460827898,13572,555174139,15,0.0328227000136394,2.32354350000969,2139.04859780002,1957.15822479958,2141.40660029999,126,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,11,20360912,8f01210ccc4b938d,26670,26524,0.550444880108581,31342,41701,3244483784,5700,36001,0,36000,3000,96446663,113327,1200,475406997,13675,571853660,37,0.0329368000093382,5.49803950000205,2195.34631540001,2013.54111569992,2200.88014359999,126,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,12,20360913,8f01210ccc4b938d,26616,26524,0.34685567787664,31262,38701,3296025858,2700,36001,0,36000,3000,93014685,110193,1200,486360328,14526,579375013,17,0.032466700009536,2.49377780000214,2338.12152009999,2143.55041489968,2340.6490457,134,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,13,20360914,8f01210ccc4b938d,26678,26524,0.580606243402202,31479,38401,3151449224,2400,36001,0,36000,3000,93760142,111121,1200,461774751,13301,555534893,15,0.0408620999951381,2.34653820001404,2296.23071800001,2096.19531419987,2298.6195727,124,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,14,20360915,8f01210ccc4b938d,26701,26524,0.667320162871362,31497,41551,3162138032,5550,36001,0,36000,3000,92050634,109456,1200,464617141,13224,556667775,36,0.0318261999927927,5.63672680000309,2209.89671460001,2021.0887550998,2215.56679539999,119,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-rank,hybrid_v4_2,15,20360916,8f01210ccc4b938d,26623,26524,0.373246870758558,31436,38551,3193247488,2550,36001,0,36000,3000,92378401,108130,1200,469658539,13315,562036940,16,0.0309862000285648,2.53805400000419,1853.51969399999,1696.80873640013,1856.08993199997,118,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,1,20360902,bdf8690b5c34df07,26736,26524,0.799276127280953,31479,38401,1920499926,2400,36001,0,36000,3600,113011041,136623,600,243782602,8038,356793643,15,0.0250679999880958,2.095220600022,1456.56322499999,1270.33102749955,1458.72036159999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,2,20360903,bdf8690b5c34df07,26755,26524,0.870909365103303,31479,38401,1903131210,2400,36001,0,36000,3600,112966254,135649,600,240917674,7701,353883928,15,0.0315469999914058,2.37557850001031,1416.078473,1232.93651670008,1418.48676849998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,3,20360904,bdf8690b5c34df07,26762,26524,0.897300557985221,31447,41551,1892443294,5550,36001,0,36000,3600,112923445,135571,600,239086144,7741,352009589,36,0.0324734000023454,5.28204279998317,1434.6141107,1249.4002541001,1439.93064589999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,4,20360905,bdf8690b5c34df07,26838,26524,1.18383350927462,31365,40051,1907888628,4050,36001,0,36000,3600,113337459,136004,600,241421857,7937,354759316,26,0.032778299995698,4.25729809998302,1454.12373180001,1267.49617939978,1458.41644980002,132,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,5,20360906,bdf8690b5c34df07,26675,26524,0.569295732167094,31479,38401,1905844758,2400,36001,0,36000,3600,112236198,135180,600,241856636,8006,354092834,15,0.0332858000183478,2.3740294999734,1421.35000850001,1238.67562699981,1423.759532,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,6,20360907,bdf8690b5c34df07,26626,26524,0.384557381993666,31479,38401,1899991962,2400,36001,0,36000,3600,113075679,136154,600,240321516,7828,353397195,15,0.0286760999879334,2.2531253999914,1407.50778499999,1226.52566670027,1409.79102090001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,7,20360908,bdf8690b5c34df07,26736,26524,0.799276127280953,31086,42451,1887324706,6450,36001,0,36000,3600,111742996,134833,600,238997512,7800,350740508,42,0.0325226999993902,6.09504219997325,1386.1237693,1205.9612462997,1392.25219539998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,8,20360909,bdf8690b5c34df07,26713,26524,0.712562207811793,31750,40201,1938931788,4200,36001,0,36000,3600,112489410,134736,600,247157333,8145,359646743,27,0.0303516999993008,3.97650260000955,1411.93215949999,1235.07885290013,1415.94037569998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,9,20360910,bdf8690b5c34df07,26657,26524,0.501432664756447,31354,40801,1909835940,4800,36001,0,36000,3600,113564352,137419,600,241576397,7748,355140749,31,0.0310144999821205,4.4689914000046,1410.77348550002,1229.12641250034,1415.27470579999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,10,20360911,bdf8690b5c34df07,26717,26524,0.727642889458604,31479,38401,1904641544,2400,36001,0,36000,3600,112737185,135019,600,241322109,7949,354059294,15,0.0264383000030648,2.23607789998641,1392.79662340001,1213.61436919987,1395.0604094,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,11,20360912,bdf8690b5c34df07,26770,26524,0.927461921278842,31342,41701,1880967414,5700,36001,0,36000,3600,112139100,135396,600,237692644,7763,349831744,37,0.0317285999772139,5.30515800000285,1392.06334580001,1210.12299880001,1397.40150770001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,12,20360913,bdf8690b5c34df07,26645,26524,0.456190619816016,31262,38701,1912923358,2700,36001,0,36000,3600,112938151,135675,600,242560934,7869,355499085,17,0.0348277000011876,3.10004290001234,1487.1967265,1292.18851130008,1490.33309110001,133,entropy_trigger
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,13,20360914,bdf8690b5c34df07,26732,26524,0.784195445634143,31479,38401,1909109274,2400,36001,0,36000,3600,114558228,137106,600,240852702,7801,355410930,15,0.0580216000089422,2.39713669999037,1514.63257099999,1316.73352320021,1517.08950820001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,14,20360915,bdf8690b5c34df07,26679,26524,0.584376413813904,31497,41551,1918541190,5550,36001,0,36000,3600,113728011,135811,600,242899416,7894,356627427,36,0.0316263000131585,5.58100259999628,1456.579543,1270.47904120004,1462.19377010001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-no-scale-adaptation,hybrid_v4_2,15,20360916,bdf8690b5c34df07,26686,26524,0.610767606695823,31436,38551,1956139362,2550,36001,0,36000,3600,112645761,136111,600,249962278,8243,362608039,16,0.0303829999756999,2.43960319997859,1125.7794881,979.56065579984,1128.25162549998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,1,20360902,180b89995e518175,26623,26524,0.373246870758558,31479,38401,3359068664,2400,36001,0,36000,3000,99392861,118900,1200,492622845,15297,592015706,15,0.0235556999978144,2.08444970002165,2280.16557849999,2095.70041379987,2282.27952790001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,2,20360903,180b89995e518175,26661,26524,0.516513346403257,31479,38401,3333416328,2400,36001,0,36000,3000,99758220,119759,1200,488103883,15910,587862103,15,0.0286968000000343,2.20164809998823,2280.79311600002,2094.98306150004,2283.02852360002,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,3,20360904,180b89995e518175,26675,26524,0.569295732167094,31447,41551,3392896882,5550,36001,0,36000,3000,99914851,119030,1200,497834138,15722,597748989,36,0.0312886999745388,5.15504469998996,2322.83453719999,2137.92007400023,2328.02312709999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,4,20360905,180b89995e518175,26650,26524,0.475041471874529,31365,40051,3291097564,4050,36001,0,36000,3000,99955738,120242,1200,480877827,15505,580833565,26,0.0298765999905299,3.91057159999036,2257.70967480002,2072.00352319962,2261.65148260002,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,5,20360906,180b89995e518175,26650,26524,0.475041471874529,31479,38401,3253846540,2400,36001,0,36000,3000,100776361,120774,1200,474163491,14372,574939852,15,0.0325486999936402,2.23555819998728,2197.29896270001,2016.23914210027,2199.56843859999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,6,20360907,180b89995e518175,26679,26524,0.584376413813904,31479,38401,3319077176,2400,36001,0,36000,3000,98312831,118744,1200,486677617,15425,584990448,15,0.0294724999985192,2.29970790000516,2206.8154586,2026.85225990025,2209.1461551,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,7,20360908,180b89995e518175,26626,26524,0.384557381993666,31086,42451,3375187984,6450,36001,0,36000,3000,101382376,120705,1200,493881805,15741,595264181,42,0.0332679999992251,6.49910639997688,2247.235629,2068.56163470002,2253.76933259997,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,8,20360909,180b89995e518175,26726,26524,0.761574423163927,31750,40201,3379422186,4200,36001,0,36000,3000,101656419,121242,1200,494461060,15633,596117479,27,0.0326835999730974,4.1115822000138,2231.53014429999,2053.86326060005,2235.67556449998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,9,20360910,180b89995e518175,26696,26524,0.648469310812849,31354,40801,3414710832,4800,36001,0,36000,3000,100227231,120439,1200,501280293,15643,601507524,31,0.0315476999967359,4.81913540000096,2264.92996929999,2086.3725438999,2269.78135050001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,10,20360911,180b89995e518175,26624,26524,0.377017041170261,31479,38401,3316956410,2400,36001,0,36000,3000,101723312,121541,1200,484050502,14900,585773814,15,0.0316817999992054,2.24095810001018,2200.56050960001,2022.02617129954,2202.83429919998,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,11,20360912,180b89995e518175,26641,26524,0.441109938169205,31342,41701,3371518208,5700,36001,0,36000,3000,99998198,120408,1200,494211711,15691,594209909,37,0.0564178999920841,5.53948889998719,2343.00367179999,2151.37854240011,2348.60028320001,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,12,20360913,180b89995e518175,26727,26524,0.76534459357563,31262,38701,3317125464,2700,36001,0,36000,3000,99752601,118382,1200,485384985,15127,585137586,17,0.0331512000120711,2.66754250001395,2369.56581980002,2173.60402709953,2372.26737420002,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,13,20360914,180b89995e518175,26685,26524,0.60699743628412,31479,38401,3384926336,2400,36001,0,36000,3000,100909847,119900,1200,495921133,15662,596830980,15,0.0325768000038806,2.47392910000053,2392.5916593,2198.84169120021,2395.09897779999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,14,20360915,180b89995e518175,26704,26524,0.67863067410647,31497,41551,3285418530,5550,36001,0,36000,3000,99366564,118902,1200,480286604,14587,579653168,36,0.03211190001457,5.73142119997647,2040.24409379999,1869.30704330024,2046.01205409999,135,forced_at_window_end
protocol-1.1,ablation,kroA150.tsp,150,EUC_2D,medium,MSA-nonadaptive-3opt,hybrid_v4_2,15,20360916,180b89995e518175,26571,26524,0.177198009350023,31436,38551,3292801476,2550,36001,0,36000,3000,101372832,120120,1200,480254583,15098,581627415,16,0.0319285999867134,2.5789669000078,1546.3591459,1416.01921750029,1548.97073529998,135,forced_at_window_end
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,1,20560902,06d8b74293ac6ef6,20749,20749,0,23011,28351,359865812,4350,24001,0,24000,2400,6802630,7396,600,54970032,507,61772662,28,0.0144778000030783,1.8419167999964,201.110388699999,153.330019000015,202.967048400002,77,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,2,20560903,06d8b74293ac6ef6,20749,20749,0,23660,26401,365711540,2400,24001,0,24000,2400,6652177,6864,600,56077122,613,62729299,15,0.00737990000197897,0.894253699996625,206.725088300002,158.72130949999,207.626906600002,80,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,3,20560904,06d8b74293ac6ef6,20749,20749,0,23618,27751,404667542,3750,24001,0,24000,2400,8490880,10465,600,61321487,773,69812367,24,0.0137279000045964,1.67178540000168,231.431599000003,181.284434299989,233.117397800001,88,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,4,20560905,06d8b74293ac6ef6,20749,20749,0,23011,28651,381067236,4650,24001,0,24000,2400,7358795,8117,600,58127826,590,65486621,30,0.0134806999994908,2.06406810000044,213.107303600002,164.885446299988,215.185135599997,85,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,5,20560906,06d8b74293ac6ef6,20749,20749,0,23660,26401,372688680,2400,24001,0,24000,2400,7228217,8075,600,56855952,634,64084169,15,0.00741719999496127,1.00810369999817,210.489181199999,162.419468799962,211.505276900003,86,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,6,20560907,06d8b74293ac6ef6,20749,20749,0,23660,26401,408925440,2400,24001,0,24000,2400,8222021,9724,600,62232876,735,70454897,15,0.00754139999480685,0.967282599995087,226.101188500004,178.638645800129,227.076722799997,80,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,7,20560908,06d8b74293ac6ef6,20749,20749,0,23342,26551,466160122,2550,24001,0,24000,2400,9024057,11012,600,71234799,1011,80258856,16,0.00732019999850309,0.964245300005132,246.8422326,199.426744899982,247.814024500003,80,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,8,20560909,06d8b74293ac6ef6,20749,20749,0,23660,26401,370220500,2400,24001,0,24000,2400,7079577,7731,600,56543682,669,63623259,15,0.00776519999635639,0.999592100000882,207.532598099999,160.037662999843,208.5402024,84,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,9,20560910,06d8b74293ac6ef6,20749,20749,0,23660,26401,391817892,2400,24001,0,24000,2400,7645343,8669,600,59766070,711,67411413,15,0.00718340000457829,0.959403300003032,218.315512599998,170.771863499998,219.282278999999,77,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,10,20560911,06d8b74293ac6ef6,20749,20749,0,23006,29101,383638048,5100,24001,0,24000,2400,7059372,7540,600,58748410,624,65807782,33,0.00710719999915455,1.96914130000368,218.9254526,169.595480500095,220.901888200002,77,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,11,20560912,06d8b74293ac6ef6,20749,20749,0,23595,27901,410118156,3900,24001,0,24000,2400,8168894,9519,600,62442080,754,70610974,25,0.00730050000129268,1.76924380000128,230.921724799999,182.139943800059,232.698461200001,79,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,12,20560913,06d8b74293ac6ef6,20749,20749,0,22915,30451,431878296,6450,24001,0,24000,2400,8812862,10829,600,65596958,857,74409820,42,0.00737619999563321,2.62911870000244,233.4697524,186.189867199981,236.106529799996,82,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,13,20560914,06d8b74293ac6ef6,20749,20749,0,23660,26401,376663048,2400,24001,0,24000,2400,7067793,7517,600,57625296,651,64693089,15,0.0069943000053172,1.02892710000015,212.549364599996,163.834809800042,213.585524900001,77,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,14,20560915,06d8b74293ac6ef6,20749,20749,0,23451,27601,375835578,3600,24001,0,24000,2400,7030139,7965,600,57492487,646,64522626,23,0.00703290000092238,1.50145159999374,208.811176499999,160.889023399948,210.319956800005,82,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-ACO,hybrid_v4_2,15,20560916,06d8b74293ac6ef6,20749,20749,0,23660,26401,379201216,2400,24001,0,24000,2400,7083126,7802,600,58038102,670,65121228,15,0.00723020000441466,0.942600700000185,210.665220800001,163.258433299903,211.615234100005,97,entropy_trigger
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,1,20560902,ae993fda1af22cd9,20749,20749,0,23011,28351,446912920,4350,24001,0,24000,2400,8920257,11048,600,68066132,875,76986389,28,0.00740989999758312,1.75001550000161,240.319514399998,192.395965299933,242.077128099998,105,fixed_control
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,2,20560903,ae993fda1af22cd9,20749,20749,0,23660,26401,399853616,2400,24001,0,24000,2400,7838488,8857,600,60976594,785,68815082,15,0.00707099999999627,0.915496900001017,221.009742599999,172.51111240001,221.932509300001,105,fixed_control
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,3,20560904,ae993fda1af22cd9,20749,20749,0,23618,27751,382819322,3750,24001,0,24000,2400,7465348,8753,600,58363805,717,65829153,24,0.0127304999987246,1.52324229999795,216.117379399999,167.46108590009,217.653643700003,105,fixed_control
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,4,20560905,ae993fda1af22cd9,20749,20749,0,23011,28651,436027706,4650,24001,0,24000,2400,9294493,11484,600,65997439,870,75291932,30,0.00787330000457587,1.97418949999701,238.283765699998,190.120234900009,240.266082800001,105,fixed_control
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,5,20560906,ae993fda1af22cd9,20749,20749,0,23660,26401,408646000,2400,24001,0,24000,2400,8235879,9955,600,62177064,827,70412943,15,0.00784440000279574,1.17549390000204,226.237191399996,178.567809300024,227.4208784,105,fixed_control
protocol-1.1,ablation,kroC100.tsp,100,EUC_2D,small,MSA-fixed-switch,hybrid_v4_2,6,20560907,ae993fda1af22cd9,20749,20749,0,23660,26401,384225260,2400,24001,0,24000,2400,7530718,8516,600,58577048,693,66107766,15,0.00745409999944968,0.905018400000699,213.548766899999,165.450520600025,214.461803099999,105,fixed_control
